duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,artist_id,artist_latitude,artist_location,artist_longitude,artist_name,release,song_id,title,year
187.24526,0,1,0.466,-5.73,1,0.395,187.245,109.072,5,1,TRAFHJI128F9302CFF,AR2SGQW1187B9B9E7C,,,,KRS-One,Adventures In Emceein,SOHCTUT12A6D4FCD56,Getaway,2008
74.762,0,7,0.112,-19.121,1,0.581,67.245,117.815,3,1,TRAPJYG128F9320780,AR8ZCNI1187B9A069B,,,,Planet P Project,Pink World,SOHCWLZ12AB018781C,A Boy Who Can't Talk Part 2,1984
190.9024,0.218,5,0.557,-4.531,1,0.524,190.902,91.145,4,0.664,TRAQEVV128EF34E413,AR190KO1187B9905EC,34.05349,"Sydney, Australia",-118.24532,Sick Puppies,Dressed Up As Life,SOHCYND12AF72A3CD9,Deliverance,2006
155.95057,0.299,2,0.745,-14.123,1,0.704,144.283,109.065,1,0.04,TRAAUWD128F930DD4E,ARQGYP71187FB44566,34.31109,"Mineola, AR",-94.02978,Jimmy Wakely,Country Masters Vol 1,SOHCYVK12AB017BBF2,Beautiful Brown eyes,2001
303.85587,3.291,10,0.501,-5.306,1,0.364,299.758,129.888,4,0,TRADERP128F42908E4,AR0U44O1187B99007C,51.50632,"London, England",-0.12714,Republica;Jonny Male;Dave Arch,Republica,SOHCZJH12A8C13A73C,Ready To Go,1996
235.04934,0.548,2,0.192,-10.562,0,0.421,223.359,117.507,4,0.864,TRATKAA128F426E8A0,AR82GTS1187FB5662F,53.41961,Ireland,-8.24055,Mary Black,Best of 1991-2001 Hidden Harvest,SOHCZTI12A8C139141,Say A Little Prayer,0
238.94159,0.241,9,0.835,-23.977,1,0.651,230.708,174.23,1,0,TRBEUKI128F9318306,ARHNCQ31187B9915DC,,"Teoc, MS",,Mississippi John Hurt,The Immortal,SOHDAZP12AB0185D7F,Monday Morning Blues,1967
123.66322,0,9,0.138,-4.633,0,0.452,119.705,104.153,4,0.072,TRAAKVA128F934E69E,ARBGJLS11F4C83D4B9,,,,Xmilk,Scarcity,SOHDDHR12AB0183552,Sense And Trick,0
167.33995,2.792,0,0.411,-19.817,1,0.483,156.328,115.124,5,0.677,TRAQRUZ128F149627D,ARI2JSK1187FB496EF,51.50632,"London, England",-0.12714,Nick Ingman,Two Brothers,SOHDIHR12A6D4F913F,Sangha the Outcast,0
188.89098,0.351,4,0.367,-8.239,0,0.372,174.481,77.41,3,1,TRAKPSJ128F146BFC2,ARIHUOK122988F22DD,,,,Bangalafumenga,Vira-Lata,SOHDIVC12A6D4F8DA7,Baile Da Pesada,0
326.79138,3.175,10,0.552,-10.854,0,0.3,307.908,150.243,4,0.175,TRAODQE128EF34F51B,ARGSJW91187B9B1D6B,35.21962,North Carolina,-80.01955,JennyAnyKind,Peas And Collards,SOHDLOZ12A6D223A7A,I'm On The Run,2003
181.08036,0,9,0.569,-26.997,1,0.54,178.527,142.398,4,1,TRAFSGJ12903CAA742,ARPFKK81187B99878D,39.14465,"Ramsey, Fayette County, IL",-89.10827,Tex Williams,Smokin' Hits,SOHDMZZ12AB018AC70,Smoke! Smoke! Smoke! (That Cigarette),1947
180.11383,0,7,1,-6.179,1,0.817,180.114,126.531,4,0.223,TRAMIGP128F9335408,AR02YGA1187B9B8AC4,-34.60852,Buenos Aires,-58.37354,Bersuit Vergarabat,Don Leopardo,SOHDNUO12AB0183EC1,Bolivian Surf,1996
214.90893,4.174,8,0.012,-29.51,1,0.331,203.61,93.633,5,0.617,TRBHAHN128F932D09E,ARR46IW1187FB51C2E,,,,Nicholas Hooper,Harry Potter And The Half-Blood Prince - Original Soundtrack,SOHDPIN12AC960DAC9,"The Killing Of Dumbledore (""Harry Potter & The Half-Blood Prince"")",0
165.66812,0,5,0.397,-24.877,1,0.153,161.141,144.478,1,0,TRAHDQV12903D08C3A,ARCDLDD11F33E000A4,,,,Varios,Joaquim Homs - Música de Cambra,SOHDPPB12AC4687A5A,II Allegro,0
116.6624,0.271,7,0.671,-27.942,1,0.54,104.316,130.557,1,0.336,TRAWDAI128F148438A,ARPNJUD122BCFCB9B4,,AUSTRALIA,,Dark Shadows,House Of Dark Shadows and Night Of Dark Shadows,SOHDQDZ12A6D4F86E2,Love Theme From Night Of Dark Shadows (unused Version),0
153.67791,0.409,10,0.719,-14.234,1,0.652,146.042,93.77,1,0,TRBHHCU128F148AF19,ARPEUYM1187FB4A97A,30.4951,"Lobdell, LA",-91.25276,Slim Harpo,The Excello Singles Anthology,SOHDREN12A6D4F89EC,I Love The Life I'm Living,1993
192.02567,0.431,0,0.556,-13.178,1,0.683,186.572,82.654,5,0,TRATSVH128F428A9BA,ARFZNR41187B990AF7,,"Vance, MS",,Sunnyland Slim,Slim's Shout,SOHDSGQ12A8C141B05,Tired Of You Clowning,0
253.59628,0,0,0.69,-12.813,1,0.492,244.802,139.992,4,0.26,TRAPCJC128F933A5AC,ARXYLFK1187B9B494D,,,,East To West,East To West,SOHDSWD12A58A7AB28,As Long As I Know,0
299.98975,0,1,0.664,-6.573,1,0.587,294.214,122.829,4,1,TRASDUS12903CA0686,AR4QYVC1187B99985B,,,,DJ Harry,Collision,SOHDTLT12AB0183F06,Tragedy in Blue,2004
251.81995,6.769,5,0.09,-9.711,1,0.463,242.242,104.819,4,1,TRAKFLO128F42775B4,AR7XK9K1187B9B1864,,,,Hey Colossus,Project: Death,SOHDWVO12A8C13E740,45 Pounds,2007
282.09587,0,10,0.765,-25.038,1,0.707,267.825,128.251,1,0,TRAJLGV128F4232684,AR76YOD1187FB46B24,40.71455,"New York, NY",-74.00712,Joshua Rifkin,Scott Joplin Piano Rags,SOHDWYM12A8151AF55,Fig Leaf Rag  (LP Version),1994
226.58567,0.16,6,0.591,-6.195,0,0.537,220.473,115.021,4,1,TRAIMXZ128F92E162F,ARZXMYV1187FB5B99B,,,,Los Ninos De Sara,Espana tiene sabor,SOHDXPG12AAA8C5AE7,Lioraras,0
173.60934,0,1,0.5,-6.601,1,0.452,161.64,108.013,4,1,TRBCYOI128F1455566,ARLHO5Z1187FB4C861,,"New York, NY",,Beastie Boys,To The 5 Boroughs,SOHDZDZ12A6D4F7238,Crawlspace,2004
154.74893,0.305,0,0.296,-9.059,0,0.124,145.131,177.945,4,0.19,TRAJBTZ12903CB818C,AR7KA5V1187FB44E6B,,,,The Del McCoury Band,It's Just The Night,SOHECOV12AB018D6A2,Asheville Turnaround,0
213.21098,0,7,0.758,-7.322,1,0.551,213.211,116.081,4,0.825,TRAJRXL128F42760EC,ARA2ZTN1187B98E3ED,41.50471,"Cleveland, OH",-81.69074,This Moment,This Moment,SOHEGVA12A8C13D81C,Bon Demain,0
233.50812,0,2,0.745,-2.999,1,0.562,220.317,102.165,4,0.649,TRACKVM128F4275B6E,ARIP54S1187FB53259,,,,Jaime Urrutia,En Joy,SOHEJGY12A8C13A71E,La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07),0
231.60118,0.223,9,0.54,-5.301,0,0.493,223.126,135.151,4,0.273,TRBHJFG128F426C8EA,ARGNGRI11E2835D567,,,,Tam Tam Go!,The Platinum Collection,SOHELDA12A8C133D75,En La Tierra Caliente,1993
148.74077,0.421,0,0.64,-7.551,1,0.727,143.383,98.681,3,0.948,TRAFSKF128F145CC8C,ARQC4R31187B9A0D88,,,,Jo Privat,Dansez Avec Jo Privat,SOHEORL12A6D4F7EF6,Sous Les Ponts De Paris (Valse),0
168.12363,0.573,8,0.642,-10.088,1,0.684,162.894,156.131,4,0.076,TRANBNU12903CA02FA,AR2FJV21187B98EBE3,35.83073,Tennessee,-85.97874,Legacy Five,Live At Oaktree,SOHEQWN12AB0183127,Wy Wouldn't I,0
237.08689,5.439,2,0.006,-13.846,0,0.411,230.359,136.964,4,0.664,TRAMNGQ128F92F56EE,ARE13NK1187FB4CF92,51.50632,"London, England",-0.12714,Alternative TV,My Life As A Child Star,SOHERCW12A8C14292A,Lemons_ For Kevin,1994
181.91628,0,7,0.905,-12.468,1,0.816,177.093,84.05,1,0.198,TRACQDO12903CAE2DA,ARUILCK12086C13991,,,,Antonio Bribiesca,Mexico Gran Colección Ranchera - Antonio Bribiesca,SOHERKR12AB018B158,Anillo de compromiso,0
169.16853,0.177,7,0.806,-7.812,1,0.786,159.852,190.605,1,0,TRBCABP128F426AA57,ARDGFTD11F4C83C209,,,,Dale Russ / Finn MacGinty,North Amerikay,SOHERZY12A8C13C62F,Hornpipes: The First of May / the New Century,0
277.18485,1.145,0,0.679,-6.954,1,0.541,256.43,125.506,4,0.799,TRAKMIX128F931D3EC,ARMAOIY1187B9A3893,,,,Jerry Yan,Jerry For You (Day Edition),SOHESPW12AB0184D99,Pei Chen Pin,0
214.72608,0,5,0.277,-11.277,0,0.55,209.403,158.419,7,0.695,TRBFSEX128F9300418,AREFUMW11F4C844D2B,,,,Greek Gypsy Musicians,Music of the Greek Gypsies,SOHEUFA12AB017F9A0,Teska (Teska),0
160.31302,0,4,0.706,-11.242,0,0.68,155.905,120.091,4,1,TRAUGNY12903CFEFB5,ARNFLMN1187FB50BB3,56.95468,Canada,-98.30897,Chroma Key,Graveyard Mountain Home,SOHEWXI12AB018960E,Salvation,2004
225.64526,0,10,0.224,-4.442,0,0.501,219.173,110.994,4,0,TRACKWV128F934B6B0,AREY3RN1187B993C5F,29.95369,"New Orleans, LA",-90.07771,Goatwhore,A Haunting Curse,SOHEYVW12A8C131DAF,Forever Consumed Oblivion,2006
173.89669,0.177,11,0.652,-11.954,0,0.253,167.079,176.121,4,1,TRBDLAT128F92CB320,ARJZQ321187FB5AAA1,,,,Hound Dog Taylor and The Houserockers,Live In Boston,SOHEZWR12A8C14077F,Take Five - Live,0
274.18077,0,10,0.551,-6.282,0,0.65,266.815,172.133,1,0,TRALTLC128F92F2974,AR41O131187FB51448,,,,DJ Isaac,Best Of DJ Isaac,SOHFBGI12AB01831E1,The Hardway,0
189.36118,5.515,5,0.142,-10.819,0,0.319,185.481,97.103,3,1,TRBGJFN128F429AB79,AR6BUE51187B9B5D71,37.82245,Kentucky,-85.69091,Markus,20 Suosikkia / Jos vielä oot vapaa,SOHFGYR12A8C13AE07,Vankina vapauden,0
224.02567,0,5,0.329,-5.815,0,0.365,221.356,99.095,4,1,TRAHTIM128F1475DBA,AROSI8L1187B9ACD43,,"Los Angeles, CA",,Ice Cube,Laugh Now_ Cry Later,SOHFJCZ12CF533CFBB,Why We Thugs (edited version),0
281.83465,0.45,7,0.844,-6.392,1,0.709,268.997,73.052,4,0.349,TRAVNYY12903CA6AA3,AR32JLC1187B9946AF,,,,X-Raided,Bloc Bizniz,SOHFJRL12AB0185571,Liftoff,0
99.57832,0,8,0.136,-8.936,1,0.492,99.578,197.352,4,0,TRASSXN128F4261DF1,AROF4LP1187FB41C51,31.1689,Texas,-100.07715,Selena,Unforgettable,SOHFJZV12AF72A1E10,Las Cadenas(Live) (2005 re-mastering) (Live),0
229.04118,0.363,9,0.228,-10.491,1,0.246,226.302,130.58,1,0,TRAOOWZ12903CA5672,AR43KFF1187B9B74B1,30.9742,Louisiana,-91.52382,Little Freddie King,Messin' Around tha House,SOHFKWF12A58A77C02,Kinghead Shuffle (Little Freddie King),0
245.55057,2.438,2,0.782,-5.315,1,0.732,237.883,117.181,3,1,TRAGKAK128F9324CE4,AR8QHU51187B9A3341,,,,Leo Ku,Steel Box Collection - Leo Ku,SOHFMQW12AB0180091,Xiao Shuo Xiang,0
128.83546,0,5,0.611,-8.966,0,0.712,116.599,139.972,4,1,TRAFFEQ12903CF4356,ARQI60P1187FB464C9,42.98689,"London, Ontario, Canada",-81.24621,The Ocean,Heliocentric,SOHFNIA12AC4689741,Catharsis Of A Heretic,2010
205.11302,0.16,4,0.862,-19.834,1,0.698,195.245,73.162,5,1,TRASRXQ128F92F8CF1,ARI4S0E1187B9B06C0,35.83073,Tennessee,-85.97874,David Arkenstone,20 Years Of Narada Piano,SOHFRAI12AB0183D3D,First Kiss,0
214.38649,1.025,0,0,-10.275,1,0,201.271,124.788,4,0.049,TRABULK12903CC1559,AR0DSOO1187B9B855E,,,,Wailing Souls,The Best of the Wailing Souls,SOHFVFR12AB0186969,Very Well,1979
86.22975,0.385,10,0.333,-20.551,1,0.268,81.757,120.08,4,0,TRANZYG12903CFB180,AR4B3RX1187B9A868A,,,,Alexandre Desplat,Fantastic Mr. Fox (Original Soundtrack),SOHFZQQ12A58A7FA07,High-Speed French Train,2009
163.76118,3.286,0,0.377,-10.328,1,0.395,157.994,105.181,1,0,TRAAVDZ128F148C948,ARPPURC1187B990FB7,,,,Bert Kaempfert And His Orchestra,Love That Bert Kaempfert,SOHGAJH12A6D4F8F58,Just As Much As Ever,0
150.7522,0.229,4,0.097,-5.062,0,0.171,145.438,124.985,4,0.889,TRBHWVU12903CD4350,ARW1WST1187FB384DA,,,,Jope Ruonansuu,Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite,SOHGCAM12AB018B2DB,Aulis Gerlander,2004
183.61424,0,9,0.622,-7.909,1,0.627,171.804,77.926,5,0.659,TRAPQSO12903CD4CBF,ARA3XRR1187B9984EF,,,,Pale Forest,Transformation Hymns,SOHGCRX12AB0186D9B,Karma Violins,0
186.90567,0,0,0.559,-22.825,1,0.599,181.795,86.997,1,0,TRABPEY128F429F541,AR97EHA1187B98AD5F,30.33138,"Jacksonville, FL",-81.6558,Blind Blake,Blind Blake Vol. 1 (1926 - 1927),SOHGDHJ12A8C13F54D,Blake's Worried Blues,0
242.12853,0.351,4,0.242,-16.69,0,0.293,229.129,110.828,3,0.725,TRBDXQL128F424392E,ART1R9I1187B9B3324,,,,Margaret Becker,Coram Deo II: People Of Praise,SOHGGKC12A8C130BE4,Sweet Suffering Christ,1993
184.34567,0.334,7,0.153,-9.584,1,0.559,173.354,135.124,3,1,TRAOEQO128E0785439,ARHOCKY11E2835D7CB,,,,Maire Brennan,Perfect Time,SOHGHMH12A67020155,The Big Rock (LP Version),0
395.85914,0.2,1,0.285,-5.346,1,0.358,386.438,122.956,4,1,TRBAFRG12903CB0FF5,ARCDXI51187FB57A2E,40.19033,Ohio,-82.66947,Goose,Bring It On Rarities & Remixes,SOHGHWJ12A6D4F801C,Bring It On,2006
279.90159,0.316,4,0.214,-6.054,0,0.327,264.69,74.481,1,0,TRBDUYE12903CB246F,ARELMNO1187FB52929,38.03213,"Charlottesville, VA",-78.47753,Bottom Of The Hudson,The Omaha Record,SOHGILP12A8C132080,Eagle Eye,2003
447.08526,1.245,7,0.677,-11.106,1,0.675,434.84,125.584,4,0.516,TRBCHWH128F92F7E9B,AREDL271187FB40F44,,,,Soul Mekanik,Get Your Head Stuck On Your Neck,SOHGJKE12AB0181C65,Get Your Head Stuck On Your Neck,0
186.8273,0.313,7,0.674,-6.975,1,0.51,177.627,164.93,4,0.244,TRAQRNL128F42148D3,ARIRD6J1187FB5A98C,18.01571,"Kingston, Jamaica",-76.79731,Sugar Minott,Ghetto-ology + Dub,SOHGJTR12A6D4FB972,Walking Through the Ghetto,1979
198.47791,0.183,5,0.779,-5.636,0,0.645,196.058,149.492,1,0.526,TRBGIZH128F4252D9E,ARH6W4X1187B99274F,,"Oxford, UK",,Radiohead,The Best Of,SOHGJUI12AF72A724F,2 + 2 = 5,2003
226.66404,0.311,0,0.863,-12.716,1,0.671,219.51,117.271,4,0.453,TRAADLR12903CF8D7E,AR6YDKV1187B989230,,,,Roberto Torres,Lo Mejor con La Orq. Broadway,SOHGKJW12AC468A8BD,Sabor Guajiro,0
186.01751,0,2,0.934,-4.999,1,0.586,182.66,182.518,1,0,TRAPZJQ128F428A022,ARD2NDU1187B99B615,,"Boston, MA",,Dropkick Murphys,The Gangs All Here,SOHGLKT12A8C13AF29,Going Strong (Album Version),0
196.75383,0.572,4,0,-5.864,1,0,189.945,86.012,4,0.658,TRAXXOL128F92E7529,ARIRBO11187FB4B219,,,,Donna The Buffalo,Silverlined,SOHGLOP12AB017DC66,Broken Record,0
254.45832,0,8,0.152,-3.902,1,0.395,233.291,104.939,3,1,TRAIGNN128F9326AB4,ARDQ9AP1187B9BA3F6,42.31256,"Boston, MA",-71.08868,Killswitch Engage,Killswitch Engage [Special Edition],SOHGMJH12AB0187130,In A Dead World (Album Version),0
313.7824,0,2,0,-9.425,1,0.274,310.904,137.913,5,0.366,TRARVEY128F9300AC3,ARIMZQZ1187B9AD541,,"Orange, CA",,Thrice,Live At The House Of Blues,SOHGNJI12AB018217A,Red Sky,2005
28.23791,0,3,0.39,-35.251,1,0.471,28.238,140.422,4,0.012,TRAYBCA128F93046C3,ARAOJ681187B9AAB76,,,,Laura Mikkola,Brahms: Piano Sonata & Variations On a Theme of Haendel_ Op.24,SOHGOFL12AB017C569,Variations On a Theme of Haendel_ Op.24: 17,0
166.26893,0.293,5,0.302,-27.754,0,0.324,146.338,87.559,1,1,TRAXHEX128F92D28D4,AR1CD5Z1187B98F2C2,38.91391,"Lee's Summit, MO",-94.37517,Pat Metheny,Upojenie,SOHGOUQ12A8C145269,Letter from Home,0
203.2322,0,6,0,-4.995,0,0.106,203.232,151.8,5,0.676,TRBHKKK128F427E9FF,ARW1MUW1187FB4D5A1,,"Escatawpa, MS",,3 Doors Down,The Better Life - Deluxe Edition,SOHGPEC12A8C13BBE8,Better Life,2007
214.83057,0.194,2,0.471,-7.041,1,0.6,203.297,94.08,3,1,TRASGGA128F92E8BF8,ARO41T51187FB397AB,,"Mexico City, Mexico",,Sasha,Good News On A Bad Day,SOHGTRD12AB0180DF2,15 Minutes Older,0
199.00036,0.109,1,0.216,-16.595,1,0.368,192.906,126.999,7,0.705,TRAUCXI128F4216A3D,ARGTDDO1187FB55687,,,,Languis,Split,SOHGUVY12A6D4FD2D5,Cable,0
168.33261,2.31,5,0.922,-15.467,1,0.727,163.538,131.45,3,0.722,TRARPGY128F425D48D,ARQCFI11187FB5AE43,,"Beaumont, Texas",,George Jones,Wine Colored Roses,SOHGWLG12A8AE484B4,Ol' Frank,0
201.97832,0.177,1,0.057,-3.669,1,0.131,198.316,69.594,3,1,TRATAMJ12903CA7BA9,ARVUN5F1187FB4CCC7,,"Kingston, Jamaica",,Beenie Man,Stack and Pile,SOHGXBL12AB0183D01,Stack and Pile,0
173.68771,0.165,5,0.813,-11.851,1,0.708,166.69,98.117,1,0.109,TRACLUJ128F422DDA1,AR3DYAD1187FB3964E,36.20201,"Luttrell, TN",-83.74416,Chet Atkins,The Early Years_ CD C: 1952-1954,SOHGYDF12A6D4FCD5E,Get Up & Go,0
654.28853,3.048,7,0.539,-5.884,0,0.617,638.462,118.433,4,0.802,TRAAMFT128F93128AD,ARMQHX71187B9890D3,,"Atlanta, GA",,Mastodon,Crack The Skye,SOHHANU12A58A77C66,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),2009
271.25506,0.138,8,0.459,-4.561,1,0.548,264.435,177.255,4,0.689,TRATNYK128F428F2D9,AR0CZWN1187B9A47E2,,,,Obie Bermudez,Confesiones,SOHHASC12A8C139D11,Antes (Salsa Version),2003
205.29587,0.369,10,0.572,-14.526,1,0.606,196.36,112.109,3,1,TRASCTM128F92F6F3A,ARALUUG1187FB58696,30.43883,"Ponchatoula, LA",-90.44116,Irma Thomas,The Story Of My Life,SOHHAXO12AB0184DE3,Hold Me While I Cry,2001
179.93098,0.397,2,0.518,-14.729,1,0.41,172.1,80.053,3,0.579,TRAPGRA128F426A1C6,ARJIE2Y1187B994AB7,,,,Line Renaud,Collection Disques Pathé,SOHHDMY12A8C136E9A,Vous Qui Passez Sans Me Voir,0
112.95302,0,4,0.086,-7.087,1,0.302,105.03,118.041,4,0.945,TRACJKR12903D02C75,ARH861H1187B9B799E,,"Kingsland, AR",,Johnny Cash,The Legend,SOHHGUG12A6D4F4E77,I Got Stripes (Live),2006
192.78322,0.241,4,0.328,-14.05,0,0.374,189.486,124.842,1,0,TRAOJFT128F92CF5B5,ARQCHDN1187FB4C7C2,-22.97673,"Rio de Janeiro, Brazil",-43.19508,Luiz Bonfa,Le Roi de la Bossa Nova,SOHHJIL12A8C144BDB,Samba De Duas Notas,2005
225.09669,0,4,0.437,-6.504,0,0.397,225.097,94.234,5,1,TRBGCAK128F425F3CC,AR4L4WQ1187FB51996,,"Braintree, Essex, England",,The Prodigy,Put Your Hands Up! 4,SOHHJYE12A8AE47599,Firestarter,1996
222.14485,0.357,8,0.918,-5.01,1,0.683,214.518,114.983,4,1,TRALIZA128F4233586,ARDCFNZ1187FB3DDB0,,"Madrid, Spain",,Enrique Iglesias,Big Summer Tunes,SOHHJYE12CF530E53A,Do You Know? (The Ping Pong Song),2007
383.16363,0,4,0.269,-17.516,1,0.345,376.715,117.106,3,1,TRAYJDF128F428A9C1,AR6BHP31187FB365E1,36.06899,"Greensboro, NC",-79.7947,Sonny Terry / Brownie McGhee,At The 2nd Fret,SOHHJZW12A8C141B19,Backwater Blues,0
317.88363,0,9,0.728,-10.56,0,0.602,293.489,100.295,4,0.678,TRACIKJ128F4226ABA,AR8W2DS1187B9B6E36,,,,Alex Theory,Gathering The Tribe,SOHHKOU12A81C224B2,Lotus Kiss,0
420.62322,0,10,0.726,-9.514,1,0.442,417.599,200.039,3,0.615,TRATOHB128F930270D,ARYLSGC11F43A69EF6,,Venezuela,,Los Amigos Invisibles,Superpop Venezuela,SOHHLEA12AB017BD6E,San Agustin,0
104.93342,0.403,2,0.386,-6.052,1,0.085,94.964,160.147,1,0.065,TRANPFP128F932C002,ARJNQM51187FB54C55,,,,Smut Peddlers,The Two Old Ones,SOHHMXP12AB018264D,"Nova (originally from ""failure"")",0
52.79302,2.479,1,0.521,-13.149,1,0.522,48.03,146.852,3,0.347,TRAFZKY128EF36588B,ARDIP5S1187FB57056,27.9758,Florida,-81.54106,Diamond D,Diamond,SOHHVXI12A6D4F69E3,Intro,1997
163.91791,0.16,11,0.258,-15.832,1,0.398,158.877,96.982,1,0,TRAUCPI128F4224350,ARE2QID1187B98FA19,35.74595,"Ripley, TN",-89.53176,Sleepy John Estes,Legendary Country Blues Artists - CD A,SOHHVZZ12A6D4F9848,Stop That Thing,1935
145.55383,0.583,6,0.487,-10.905,1,0.593,145.554,148.105,4,0.376,TRATOQR128F426BAEE,AR508LN1187B996F4E,,,,Lole y Manuel,Alba Molina,SOHHZTL12A8C1363B4,Tango de la Flor (Album Version),0
196.44036,0.079,1,0.331,-12.957,1,0.495,184.982,180.854,5,0.405,TRBGQGL128F92D5186,ARJFDKM1269FB35F40,,,,Monique Morelli,Chansons De France,SOHICSA12AAA8C6B63,Elsa,0
316.02893,0.298,7,0.468,-10.518,1,0.454,309.116,209.396,4,1,TRANLSP128F14671CA,ARDSWIE1187FB39056,,"Boston, Massachusettes",,Gang Starr,Hard To Earn,SOHIDSZ12A6D4F7CF5,The Planet (Explicit),1994
183.06567,0,7,0.027,-17.312,0,0.389,169.378,138.094,4,0.827,TRALTZZ12903CB7DD0,ARBQPXY1187B98D67B,25.89958,"Brownsville, TX",-97.49553,Kris Kristofferson,Original Album Classics,SOHIEPQ12A58A770F6,Killer Barracuda,1995
95.9473,0.119,2,0.054,-6.29,0,0.41,90.784,92.969,4,1,TRAIFJE128F933046A,ARYQ8281187FB58C34,47.49852,"Winterthur, Switzerland",8.73299,Royal S,Attitude Identitaire,SOHIHOQ12AB018A613,I.A.I,0
277.83791,6.327,5,0.178,-6.399,1,0.312,268.98,116.957,3,0.618,TRBCJUF128F93190C2,ARKZJ301187FB521B2,,LDN,,Lily Allen,It's Not Me_ It's You,SOHIHSR12AB0184E8F,Everyone's At It,2009
89.12934,0.152,6,0,-14.676,1,0,83.778,102.739,4,0.739,TRAMINS12903CCA8BB,ARELA4P1187B991507,31.1689,Texas,-100.07715,Charles Williams,Close Up,SOHIPGT12AB018CDAF,From the East,0
113.81506,0.16,7,0.015,-10.955,1,0.237,109.36,87.714,1,0,TRBIFPI12903CEAFB6,AR5ZJLK1187B9B3A8E,35.99527,"Durham, NC",-78.89601,John D. Loudermilk,John D. Loudermilk,SOHIPSG12AC46890BE,Somebody Sweet,0
174.68036,0.484,0,0.055,-10.935,1,0.417,165.547,124.521,4,0,TRASTZY128F145B055,ARBJI5N1187FB400D0,40.71455,"New York, NY",-74.00712,Jay & The Americans,Come A Little Bit Closer,SOHIWJN12A6D4F41A3,Livin' Above Your Head,2002
305.34485,0.316,9,0.396,-8.489,0,0.487,281.368,137.973,4,0.694,TRAQFRC128F930D467,ARKFJMK11F50C4F213,,,,A Ghost Devotion,They'll All Believe_ There's Nothing Wrong With My Heart,SOHIWMI12AB017C48B,Need Not,0
285.3873,0,1,0.01,-10.181,0,0.25,277.809,169.866,3,0.306,TRAJIUK128F42668E6,ARMH10M1187FB4184F,,Wisconsin,,Firehouse,Firehouse,SOHIWMN12A8C1315B6,Rock On The Radio,1990
203.7024,0,7,0.038,-6.548,1,0.435,203.702,123.522,4,1,TRAVDDJ128F92EF09C,ARGK3QC1187B9B351A,,,,Creedence Clearwater Revisited,Recollection/Live,SOHJEIX12AB017F997,Proud mary,1998
149.78567,0.531,7,0.447,-9.979,1,0.38,141.642,124.253,4,0.683,TRBECMV128F427614B,AR8XG9J1187FB418C1,33.54243,"Sunflower, MS",-90.53727,Jerry Butler,Moon River / Delicious Together,SOHJFQF12A58A77855,The Way You Do The Things You Do,0
223.45098,0.386,9,0.368,-10.826,1,0.327,215.975,128.646,4,0.906,TRBDNDG128E0782EDC,ARMG34A1187FB548A8,30.08374,"Cairo, Egypt",31.25536,Thomas Dolby,Blinded By Science,SOHJHIQ12A6310E147,She Blinded Me With Science,1982
109.13914,0.061,6,0.176,-6.211,0,0.223,105.709,183.437,4,0,TRAIPBF12903D074F5,ARRQWQW1187FB49844,,"Los Angeles, CA",,King Tee,Tha Triflin' Album,SOHJIJB12AC468829E,On Tha Rox,0
183.30077,0.165,4,0.578,-8.579,1,0.563,175.903,147.679,1,0,TRABZSI128F9329184,ARFY8NV1187B9B1961,,,,Der Moderne Man,Drama_ Spiel und Blut (Das Archiv Teil 1),SOHJIJX12AB01821ED,Heute,0
137.37751,0.162,10,0.018,-5.477,0,0.345,134.194,127.407,4,0.877,TRAUMIT128F424DA18,AR633SY1187B9AC3B9,,,,Weezer,Maladroit,SOHJIWJ12AB0184EF9,Dope Nose,2002
214.43873,0,5,0.221,-5.97,1,0.397,214.439,133.01,4,0.969,TRAMUYY128F4275B6B,ARIP54S1187FB53259,,,,Jaime Urrutia,En Joy,SOHJJTY12A8C139876,Caray! (con Loquillo_ directo Enjoy 07),0
17.60608,0.34,0,0,-9.332,1,0,17.606,117.101,4,1,TRAQAXL12903C9AA01,AR2D0XK1187B98EC4A,,,,Johnny Pearson,KPM 1000 Series: Flamboyant Themes (Volume 4),SOHJLBS12AB018B305,Lets Go Amigos - Tail,0
167.26159,0,4,0.73,-12.43,1,0.655,158.505,163.257,1,0,TRAUKNJ128F933A413,AREZWC61187FB52DCF,29.76045,"Houston, TX",-95.36978,Johnny Nash,I Can See Clearly Now,SOHJNUH12AB01891DE,There Are More Questions Than Answers,1972
206.00118,0.379,5,0.407,-13.03,1,0.546,198.397,94.552,4,0.636,TRAYJCG12903D081C4,ARMTE8E1187FB5ACC2,32.96197,"Haynesville, LA",-93.13913,Johnny Copeland,Down On Bended Knee,SOHJRBH12AC468973C,Make My Home Where I Hang My Hat,1983
217.96526,0.073,4,0.646,-10.011,1,0.352,204.138,107.657,1,0,TRAGAGQ128E0781352,ARYECDK1187FB45587,,,,The Stranglers,La Folie,SOHJRZY12A63110838,It Only Takes Two To Tango,1981
